58;67;21;14;24;73;78;45;71;88;22;54;39;41;54;78;97;12;10;77;73;77;22;41;88;98;64;33;44;38;6;39;4;88;77;88;13;0;74;92;12;51;90;46;65;59;43;26;31;12;93;34;9;1;27;80;45;80;26;26;9;45;0;33;81;82;49;50;63;65;64;97;38;18;64;22;87;75;76;29;55;37;1;32;45;72;29;2;60;97;43;33;73;47;83;67;51;57;64;82;9;92;63;65;48;96;96;91;37;5;92;69;4;97;70;71;43;68;87;9;52;46;90;65;21;30;23;90;35;96;70;30;11;93;19;63;74;35;83;48;75;38;65;55;5;74;29;76;76;11;23;83;69;55;29;63;1;97;44;17;72;5;56;40;34;61;58;10;78;7;97;7;84;38;33;14;81;34;60;47;1;47;13;23;72;87;61;55;64;56;61;76;91;65;76;70;82;24;20;43;16;18;98;69;14;16;98;30;21;15;81;67;37;96;16;25;91;32;67;47;0;2;46;22;46;21;15;19;62;63;32;56;14;16;31;82;49;44;9;56;89;31;33;49;74;94;38;95;49;50;78;49;57;73;42;13;72;76;23;93;0;79;67;58;82;24;52;20;65;33;76;46;23;10;57;69;68;96;47;51;82;20;70;12;84;82;99;40;73;17;10;73;21;15;56;10;64;75;66;49;41;17;29;15;73;31;26;46;15;73;45;75;28;71;10;79;8;54;74;0;25;12;46;48;23;3;25;7;54;47;5;93;30;97;10;64;91;54;38;52;56;53;25;0;72;34;44;50;5;76;1;9;0;66;24;29;71;80;91;70;6;18;91;67;68;51;45;30;61;46;87;53;16;21;43;71;87;46;76;88;59;75;2;77;46;95;92;64;73;81;93;10;62;68;46;37;62;57;31;20;89;13;89;58;88;47;92;79;22;53;42;24;4;3;11;31;16;13;21;72;59;80;57;79;52;77;91;47;74;6;9;29;15;55;98;45;86;43;89;99;2;12;42;20;38;69;5;59;57;15;21;48;35;58;61;9;56;9;6;11;56;45;5;16;43;12;8;48;4;65;45;72;24;22;69;46;38;37;41;83;71;31;90;59;84;60;93;57;94;89;88;76;37;77;42;57;7;25;76;26;60;57;54;91;70;48;23;13;88;15;70;18;68;22;40;24;54;46;31;82;18;51;54;15;77;68;35;46;79;12;38;12;61;14;22;14;77;98;88;35;37;80;68;79;19;69;8;14;37;18;2;61;94;93;8;9;2;39;14;2;13;76;34;76;76;57;57;53;0;25;47;56;57;95;45;38;82;75;96;7;59;20;9;60;9;77;18;67;6;13;11;37;84;86;22;60;45;92;2;61
12;55;13;11;70;46;3;99;47;69;27;27;43;7;42;92;67;73;66;98;39;89;46;87;13;9;71;71;73;85;92;89;72;34;95;3;7;97;89;62;74;19;20;36;86;84;94;77;43;29;92;72;25;4;22;22;8;26;98;61;75;32;25;61;77;37;54;8;11;39;85;70;83;4;24;20;69;10;1;29;14;94;27;43;92;19;63;68;11;73;95;80;99;28;87;41;93;58;58;48;29;86;65;4;44;22;88;21;79;2;53;98;25;68;46;80;4;82;68;57;74;86;96;38;43;5;70;55;17;82;27;10;51;52;99;28;28;22;99;70;31;41;88;9;19;96;54;30;81;6;36;10;90;0;74;43;89;27;60;39;51;33;4;96;75;42;47;72;69;18;52;81;83;98;26;32;98;87;18;47;50;40;73;10;46;16;20;50;78;56;39;1;62;60;18;97;37;91;34;77;49;82;60;63;54;54;27;91;74;42;44;1;8;13;88;11;59;94;50;58;22;96;94;13;78;50;19;23;79;28;94;6;52;41;97;68;79;10;56;91;89;28;76;36;11;37;93;49;71;6;38;43;40;75;54;52;87;47;84;3;35;4;11;45;47;37;49;66;15;20;32;48;37;59;69;94;20;58;2;41;57;70;52;73;90;51;66;76;87;45;80;31;26;53;56;85;16;30;89;73;88;26;33;50;73;89;5;81;6;60;32;29;45;43;45;64;51;38;54;95;71;72;79;70;40;0;22;84;3;84;77;89;69;29;52;31;36;1;99;1;46;85;70;27;13;50;86;83;7;91;33;78;75;93;1;15;47;63;9;72;66;21;77;21;82;42;60;15;90;14;28;50;39;53;49;86;2;52;57;89;14;39;76;12;51;99;14;75;27;37;84;73;91;26;34;24;7;48;45;70;90;70;93;93;63;82;39;21;44;15;13;94;6;20;58;27;44;65;70;82;27;85;88;52;30;55;58;12;19;24;79;53;7;86;99;43;46;82;48;68;60;92;30;12;23;89;66;71;67;6;80;41;78;62;42;4;82;40;63;8;23;26;2;20;35;60;87;19;20;14;81;61;16;1;22;35;54;75;29;40;88;87;44;12;44;37;74;44;43;94;61;6;19;40;44;33;89;10;76;62;1;47;51;53;25;18;24;76;40;7;50;6;10;22;19;36;81;89;76;98;85;43;76;25;53;75;42;76;57;88;45;43;98;66;39;41;36;91;87;25;13;98;4;36;44;54;95;96;20;7;52;0;34;78;77;58;70;25;99;50;75;48;19;52;61;7;8;43;83;78;0;90;2;50;85;86;38;39;81;99;79;45;55;49;36;45;8;20;89;80;70;10;92;37;50;64;79;52;75;36
46;51;13;41;7;61;98;84;93;90;19;31;44;99;70;30;93;69;16;15;98;87;54;2;8;89;97;65;99;20;7;86;64;44;53;28;32;13;41;74;47;24;27;99;61;39;66;93;66;19;71;9;36;59;38;58;97;11;33;17;63;32;84;72;82;33;66;99;45;42;98;80;28;41;68;74;60;55;41;69;23;4;98;80;49;98;49;4;6;95;30;20;79;23;10;14;39;54;16;27;72;67;47;24;21;91;80;94;91;64;98;42;69;64;94;58;34;4;22;84;83;61;92;50;11;77;0;4;31;53;34;5;38;13;96;56;57;73;58;58;17;55;13;42;96;88;50;15;29;51;80;35;31;32;43;10;74;96;12;44;91;76;63;37;30;92;3;56;67;38;1;60;45;64;66;28;47;50;53;22;26;84;75;79;73;98;73;6;70;85;81;60;60;14;67;41;91;76;12;4;85;94;48;90;50;19;89;67;65;14;62;23;42;90;17;6;1;83;63;31;19;96;85;81;56;40;99;31;96;25;36;71;38;49;37;31;35;84;29;54;9;5;41;55;22;58;18;70;97;60;39;8;12;81;84;89;9;67;34;9;19;58;70;39;77;91;85;92;52;85;71;16;54;9;21;13;54;29;58;98;22;29;33;36;85;28;59;57;65;48;22;68;49;19;34;51;35;2;77;31;73;25;18;11;89;22;54;2;59;71;34;79;8;35;87;90;24;34;53;49;31;27;27;4;62;2;67;34;74;70;78;52;52;26;25;96;10;22;46;62;74;57;98;93;14;43;59;13;32;44;27;0;48;28;0;45;97;14;49;86;55;19;27;89;93;81;26;82;10;90;79;2;88;90;74;74;29;34;90;19;42;53;1;29;43;77;3;23;26;79;98;96;73;59;7;54;29;8;99;32;16;77;3;41;65;25;12;58;53;25;15;63;24;29;44;2;18;97;46;16;78;3;55;30;92;82;28;28;83;20;45;20;34;57;2;65;49;60;64;18;65;45;70;0;63;35;72;43;15;4;36;31;62;83;53;13;21;72;49;82;96;83;74;32;80;95;28;66;27;78;52;57;33;27;51;32;32;55;66;56;10;85;13;78;83;13;57;51;4;89;43;77;11;82;22;81;70;37;19;68;6;6;16;36;51;78;98;34;32;21;80;66;6;92;72;10;70;95;49;67;37;77;62;37;35;75;46;51;5;69;61;94;35;98;49;4;69;76;26;4;15;23;18;82;8;77;71;18;9;11;10;74;88;52;31;29;44;78;1;76;32;47;29;62;59;86;30;7;43;68;41;94;69;44;51;14;59;79;29;57;4;28;41;94;58;86;6;83;66;20;59;90;74;50;72;68;94;55;23;22
46;63;75;41;70;16;5;44;1;16;70;64;48;43;71;4;5;34;4;73;79;47;41;22;8;50;19;18;71;82;20;3;56;7;11;41;52;99;24;41;80;61;82;49;49;95;42;30;78;67;62;59;51;49;42;99;22;52;33;19;97;87;72;18;96;66;8;41;32;30;51;6;10;62;92;18;65;91;73;13;8;88;39;3;19;60;52;6;65;12;19;0;66;4;44;93;89;63;53;83;86;0;98;48;16;56;49;88;57;24;34;31;79;20;11;8;47;68;98;35;14;2;75;20;11;50;40;5;17;99;29;1;37;90;27;7;90;91;87;63;11;63;48;41;78;88;21;45;92;36;45;20;65;17;68;83;25;77;37;65;15;43;71;58;95;32;93;89;93;4;17;56;81;34;24;51;54;34;42;23;29;94;12;81;53;8;35;20;21;43;82;12;54;22;47;68;92;90;46;45;94;32;52;88;18;89;39;30;93;16;29;90;35;13;36;21;30;89;5;86;96;72;67;49;22;4;1;58;86;55;59;63;88;96;28;96;41;24;63;63;69;5;26;5;13;91;77;40;85;26;37;2;84;59;48;22;65;3;65;14;87;80;43;37;56;65;1;39;85;40;79;6;26;41;17;91;45;61;35;30;27;61;73;60;18;57;79;28;48;6;30;38;58;49;76;88;61;89;49;48;90;37;54;45;46;31;76;43;42;56;76;4;67;35;86;26;7;83;19;99;86;72;90;79;9;40;47;76;65;28;30;56;12;87;40;89;6;28;13;87;80;35;86;91;30;26;71;23;62;50;81;77;70;49;61;17;47;75;35;6;83;99;78;14;25;19;92;79;94;96;19;78;69;31;18;51;86;98;49;82;69;23;14;14;46;52;86;62;26;22;42;31;92;7;3;80;56;71;65;10;34;92;28;65;30;2;8;38;31;10;31;48;25;53;37;60;85;63;68;73;33;29;53;72;54;87;86;62;28;38;94;15;32;38;48;76;95;48;84;43;44;47;31;15;91;94;5;38;70;43;95;93;2;92;76;4;38;56;11;42;16;45;9;92;16;15;15;86;5;60;65;37;79;25;28;85;98;37;81;60;82;47;92;85;42;1;12;40;62;43;37;38;36;41;27;98;37;38;99;75;78;19;33;10;78;57;13;77;63;90;5;1;75;51;60;68;53;24;50;14;3;74;24;61;22;26;0;37;98;29;48;60;38;5;81;63;14;82;7;85;87;35;76;71;37;36;63;85;81;59;45;13;88;84;72;4;94;71;87;51;57;76;79;34;42;45;62;69;70;97;53;71;16;64;27;68;98;53;24;85;62;15;56;39;84;34;72;53;33;77;68;42;94;55;27;10;55;42;28;92
74;94;14;84;5;73;96;23;56;3;5;40;47;1;89;42;20;40;49;7;72;8;36;93;28;11;77;60;37;16;12;56;25;32;11;68;0;71;33;10;37;49;97;29;71;28;94;92;66;85;90;15;92;20;19;65;58;21;55;93;96;36;85;40;91;49;15;15;90;21;42;48;6;39;70;22;11;6;21;0;16;84;94;52;26;96;63;4;12;46;9;78;16;40;13;1;64;57;37;22;12;79;2;45;43;41;9;53;50;97;53;51;99;55;76;12;41;33;13;94;85;10;2;43;11;63;32;65;25;68;58;54;68;99;87;37;82;48;9;84;87;10;54;14;92;58;78;60;63;1;59;30;43;43;36;2;76;58;34;79;9;43;27;82;39;99;83;0;68;39;30;93;24;28;7;75;55;88;51;52;84;71;2;24;8;27;10;25;62;84;60;23;14;29;75;43;82;72;75;93;75;78;92;24;70;66;6;15;36;61;46;88;6;81;95;37;41;2;73;11;88;57;37;83;78;6;78;94;53;63;92;83;12;58;77;5;79;77;53;41;21;95;89;0;37;72;16;33;34;37;2;79;98;64;5;17;40;8;46;63;88;11;62;73;69;63;76;48;3;89;58;64;48;32;89;92;68;37;46;6;90;45;60;15;60;12;85;47;53;60;65;70;31;90;52;9;33;16;31;74;96;68;29;45;78;38;30;65;74;12;48;3;62;40;73;43;51;46;12;57;78;28;95;42;24;87;32;58;79;80;58;52;5;71;9;22;15;14;36;22;81;19;72;40;11;61;8;91;16;9;58;87;3;74;96;67;72;86;21;90;5;72;86;94;53;96;97;90;30;51;27;36;9;90;75;58;55;55;31;62;79;41;42;69;21;71;48;31;74;42;49;28;93;45;16;9;32;78;86;15;63;17;60;65;82;21;77;13;98;37;11;17;55;58;11;63;30;16;72;82;47;66;15;87;1;98;43;63;73;65;26;77;68;15;99;61;80;76;87;0;93;35;33;37;30;32;73;34;34;52;79;15;5;3;68;97;1;72;63;83;77;14;40;32;11;34;49;40;59;50;83;53;29;72;89;11;33;78;57;69;25;8;29;20;86;10;72;64;46;2;59;7;13;3;22;78;95;0;25;96;83;32;75;83;69;26;86;33;14;56;63;22;15;94;58;68;84;19;46;1;61;84;94;56;90;75;40;26;49;10;16;32;53;60;86;92;33;45;51;60;23;38;49;89;38;36;92;19;44;53;93;75;54;24;34;98;38;19;92;94;85;59;83;4;39;31;69;55;7;65;35;39;68;85;77;23;34;4;17;54;83;21;81;95;16;41;78;29;25;87;54;14;53;56;74;63;54;45;49;7
66;36;11;78;18;54;7;68;46;11;63;33;1;38;11;64;78;88;88;98;52;40;29;20;11;21;85;11;11;13;68;89;54;10;87;46;9;2;77;61;33;10;82;14;23;20;12;14;45;10;85;66;57;51;54;26;7;91;67;96;68;96;57;32;43;74;78;90;50;64;54;75;10;26;65;42;57;15;96;90;8;71;65;0;27;1;32;3;55;61;38;18;35;81;92;37;52;49;71;49;42;22;63;80;55;10;55;30;85;12;68;92;94;77;87;97;30;56;5;41;41;74;34;89;26;35;40;29;34;27;90;8;44;46;48;86;7;85;45;17;46;2;18;43;92;46;24;57;93;94;6;96;44;29;8;67;87;74;54;19;70;25;96;57;22;60;48;48;29;0;90;45;10;87;95;39;56;91;97;79;11;82;35;39;21;93;63;14;38;80;99;33;30;26;47;20;6;60;21;32;98;75;28;93;4;60;85;57;34;68;10;96;76;75;7;87;90;56;36;28;96;33;9;48;1;56;15;84;40;74;33;96;70;64;81;35;54;42;34;60;8;6;79;70;69;3;56;55;18;59;30;49;23;92;35;64;66;80;91;47;45;0;16;60;35;14;25;12;94;71;33;47;22;75;19;90;53;39;78;98;0;59;66;80;44;84;72;77;28;16;69;74;51;86;15;7;89;19;34;55;77;43;61;46;26;82;26;48;73;45;10;27;1;92;47;85;34;36;15;51;41;48;83;77;2;58;95;35;60;11;0;34;4;23;21;56;98;19;53;61;57;24;4;83;5;42;72;59;38;29;73;53;3;83;13;28;60;83;44;67;86;90;87;61;44;76;22;78;70;91;87;15;82;54;93;17;44;0;72;60;86;36;97;30;38;47;30;21;9;93;96;14;74;85;74;67;36;42;38;28;19;94;88;47;42;58;70;49;90;96;84;59;11;84;81;50;93;57;22;97;46;1;68;77;94;72;40;97;80;26;80;1;61;43;40;91;48;49;87;80;76;81;30;13;9;36;3;90;3;24;73;79;20;41;82;18;26;11;52;70;17;73;69;64;16;82;98;68;44;90;1;44;69;42;20;65;70;55;68;58;69;50;93;55;52;0;81;19;60;22;64;37;96;17;63;3;11;66;96;26;38;34;45;12;22;29;10;78;21;16;47;71;43;94;1;66;79;13;11;15;1;79;7;21;26;64;47;51;78;16;53;4;58;41;20;34;4;80;32;22;90;2;97;43;74;93;94;1;16;96;23;98;54;81;25;59;26;24;86;58;81;58;99;4;63;42;12;1;74;66;62;99;80;89;24;98;81;63;47;32;70;46;35;82;93;55;50;76;16;60;7;80;93;74;41;32;3;92;80;31
80;92;26;49;34;24;17;65;56;26;77;63;76;53;87;35;22;17;11;8;92;36;85;13;59;81;5;6;47;92;95;88;83;15;52;78;19;86;47;69;37;84;20;89;83;44;3;39;87;5;9;86;81;72;38;44;7;13;89;52;18;11;17;64;31;88;79;61;1;9;16;35;69;42;70;8;15;95;30;15;77;65;18;42;82;9;7;11;76;8;71;6;96;95;50;26;67;56;58;94;64;42;38;78;89;74;17;38;1;30;28;11;82;74;75;53;92;75;81;22;81;68;84;93;38;9;38;74;91;44;41;59;37;36;50;34;27;40;52;8;92;69;9;46;79;59;23;22;19;97;34;91;74;36;13;96;58;45;39;79;35;42;47;57;89;68;74;46;24;40;25;51;23;73;30;12;58;37;13;78;86;16;54;93;9;49;85;0;22;54;76;81;0;72;72;49;21;52;56;11;85;76;98;79;71;82;68;0;6;1;37;20;31;61;93;18;88;53;47;39;83;73;23;69;64;44;50;50;0;80;90;6;80;2;93;9;18;74;22;27;81;85;94;21;16;55;50;39;79;54;60;68;4;17;28;11;53;28;15;27;31;17;99;25;10;31;39;29;67;83;0;13;31;20;58;97;79;2;53;8;93;11;71;46;20;21;1;63;74;81;56;89;59;94;95;63;85;69;10;85;16;20;71;95;54;46;36;84;58;30;32;51;75;6;33;20;45;53;4;89;29;75;54;86;26;10;53;37;24;94;12;9;91;67;92;73;39;76;92;73;84;16;5;44;49;5;14;52;60;74;17;31;64;21;55;40;65;85;68;43;92;99;60;63;17;22;59;7;14;60;81;69;61;31;4;12;70;10;36;21;96;1;76;50;76;80;45;69;12;52;7;53;7;48;80;85;56;41;26;26;45;6;38;99;92;48;70;32;17;42;69;54;48;47;47;91;22;10;86;37;77;89;95;62;53;27;62;13;50;19;55;29;84;10;75;89;62;77;57;28;10;12;52;69;82;52;4;59;0;88;62;46;54;89;49;56;11;75;46;65;85;57;81;98;86;40;70;38;72;58;29;45;52;58;26;64;37;25;79;1;22;2;12;62;56;8;74;94;60;19;78;87;31;91;42;53;30;54;82;42;81;66;87;42;59;16;93;96;62;84;19;85;95;44;42;82;44;19;41;77;65;75;77;53;80;41;14;61;15;73;33;82;43;37;19;56;15;70;2;40;15;78;32;75;0;92;91;86;49;59;8;10;12;4;76;5;88;34;62;17;2;32;81;89;51;36;42;58;25;85;67;74;17;1;62;87;43;1;52;87;50;28;11;55;64;22;70;38;60;13;67;80;8;84;38;82;97;42;24;63
50;33;60;64;92;34;93;11;42;89;62;86;81;74;67;73;21;25;24;28;66;4;97;11;17;86;65;32;62;80;90;0;77;88;37;17;67;47;63;29;29;58;96;71;51;80;99;33;17;64;60;71;17;96;97;46;35;48;46;5;68;60;48;61;98;61;9;92;37;49;6;74;62;95;99;7;7;25;60;37;87;32;15;98;19;18;82;80;91;90;81;18;1;57;60;68;9;34;72;89;70;6;95;67;57;86;9;22;96;90;38;10;88;8;18;36;45;50;41;80;79;28;1;46;68;88;73;5;34;30;98;73;52;71;66;80;36;47;40;33;9;60;83;0;52;71;30;92;38;24;23;58;92;92;10;42;5;48;99;69;13;4;87;66;92;64;57;16;42;38;99;97;10;8;70;18;45;0;94;97;57;80;66;10;7;39;80;59;61;24;74;88;48;70;20;5;72;17;8;87;13;13;49;0;24;25;48;84;22;91;97;4;54;2;11;32;37;77;59;52;84;97;55;18;63;11;49;39;88;64;46;27;92;6;83;44;31;65;85;81;90;96;37;69;27;70;33;45;58;87;67;95;58;55;3;15;58;30;37;13;76;9;96;57;45;69;12;48;18;67;0;72;91;77;62;87;60;85;91;93;77;4;80;0;96;51;69;36;2;68;85;0;28;71;5;81;99;80;24;57;57;85;26;90;86;95;3;80;93;15;55;72;38;43;35;71;28;96;60;93;0;75;45;50;82;0;43;19;72;80;88;79;61;34;35;92;77;89;13;1;47;88;42;86;12;13;61;84;35;33;52;3;19;30;57;81;39;76;8;86;51;84;8;12;27;75;10;4;7;43;94;39;82;59;46;11;32;59;37;68;38;59;83;38;28;84;59;30;77;54;53;1;80;26;49;63;80;30;58;37;2;57;76;92;38;13;21;60;84;45;48;79;38;40;48;92;0;69;84;43;15;79;27;53;90;92;58;55;9;83;31;2;0;0;65;81;82;91;99;14;63;99;46;31;5;73;63;40;78;57;62;10;45;14;21;22;29;22;2;46;55;65;51;0;13;46;79;37;74;67;9;9;69;70;80;16;33;96;48;17;29;17;77;52;20;21;57;85;79;42;51;59;88;53;58;97;47;46;18;59;93;25;65;11;47;52;40;74;34;4;89;33;74;84;16;37;88;98;79;91;88;93;58;32;15;50;20;16;11;82;68;86;77;89;23;3;52;65;5;67;81;82;51;74;52;18;85;3;37;21;9;48;66;26;70;0;67;33;95;97;32;24;63;51;35;2;55;84;61;12;85;22;93;12;10;6;42;83;79;96;64;16;78;89;73;19;20;51;18;22;36;18;69;8;35;56;19;99;38;49
62;1;42;24;36;86;55;54;15;64;58;84;54;99;32;15;45;73;78;15;82;4;65;39;76;66;52;85;76;53;86;42;44;29;34;63;74;53;53;86;64;66;35;54;64;52;64;70;75;19;11;45;20;22;67;58;35;3;48;69;34;69;77;61;77;15;39;24;64;69;41;91;19;92;51;15;68;11;74;24;1;81;10;57;42;41;22;22;62;75;28;71;5;83;51;95;89;73;76;49;12;40;5;5;78;19;26;28;71;51;89;24;28;24;68;52;58;20;19;36;92;16;62;89;41;69;86;35;40;55;26;95;34;25;11;61;76;4;78;22;15;94;50;10;86;3;43;81;15;99;36;69;54;40;56;95;77;16;64;9;33;90;87;16;25;94;89;2;12;7;76;54;41;96;20;98;66;52;2;37;26;5;20;41;18;56;41;93;69;15;83;59;40;69;89;24;6;34;84;92;14;40;68;8;23;82;27;57;19;57;29;25;13;27;82;28;70;46;97;68;52;96;32;97;23;17;14;72;7;95;91;31;67;10;23;85;36;11;18;36;29;83;74;11;85;57;45;13;86;60;54;60;37;16;39;18;7;71;84;6;68;54;49;23;66;97;58;2;3;97;91;58;28;61;39;68;21;20;11;65;71;0;86;47;41;30;94;51;71;5;77;65;26;12;67;74;34;50;45;88;99;42;9;89;68;96;32;75;77;70;96;86;60;19;34;67;68;2;82;35;3;6;31;98;19;26;31;16;93;64;34;71;75;22;65;28;91;97;78;44;98;18;73;1;8;90;5;7;77;99;5;32;67;10;84;92;11;10;69;42;64;16;82;12;35;24;11;37;53;6;76;71;23;37;37;84;33;29;89;29;21;23;38;94;58;2;3;64;38;72;16;81;27;36;80;81;36;61;65;84;78;68;54;71;23;34;8;30;73;0;59;81;20;40;21;40;77;87;54;33;20;46;99;80;89;94;43;87;57;55;48;71;64;5;50;52;69;67;70;23;93;73;91;37;13;34;60;87;15;39;4;48;6;32;63;31;69;74;81;28;91;20;73;17;52;88;17;14;90;68;71;9;17;30;39;47;55;61;67;54;34;55;72;17;51;99;64;31;42;18;83;94;85;42;32;73;0;73;85;24;17;45;97;47;67;94;31;76;92;16;76;7;7;27;94;35;48;55;66;52;23;86;72;71;84;77;24;74;97;66;47;81;75;42;37;88;58;25;49;56;67;88;39;26;41;75;87;58;47;97;25;44;7;32;1;31;73;25;62;90;70;56;78;26;68;95;32;65;90;6;76;22;5;9;85;34;46;46;29;8;90;65;27;0;41;2;73;42;40;6;15;32;62;59;86;10;9;12;57;46
43;22;67;41;20;2;38;97;47;67;84;26;95;53;0;4;29;78;85;66;21;89;24;84;90;44;59;46;23;74;25;34;89;83;65;68;97;85;79;38;63;76;95;73;21;88;36;9;59;82;81;30;27;90;24;53;97;83;50;76;42;92;74;73;41;50;37;12;88;32;6;43;99;46;2;45;94;51;62;2;7;50;86;40;93;94;6;98;58;11;70;14;35;2;96;70;1;22;31;71;50;24;20;27;76;37;30;81;87;79;59;46;21;47;68;91;5;33;79;46;43;39;53;76;61;92;7;96;50;32;43;71;19;90;51;83;29;59;64;55;63;25;10;79;51;24;92;87;34;4;64;67;42;84;28;11;70;44;65;83;29;34;31;55;36;88;26;30;95;85;61;46;69;24;82;18;28;74;25;37;99;20;62;45;67;75;29;34;62;40;12;85;94;80;25;29;94;54;43;63;97;62;91;49;42;18;98;17;2;9;82;96;18;28;84;9;72;85;88;60;58;92;68;55;72;76;51;88;99;53;24;74;31;61;39;37;28;12;3;48;77;11;32;52;57;16;66;65;96;15;57;8;65;82;4;4;93;36;76;66;66;9;17;48;85;8;65;57;88;46;80;59;82;40;83;47;59;15;97;56;9;86;91;84;95;15;8;48;57;35;43;92;36;36;81;67;93;83;67;48;50;9;77;49;34;98;26;25;99;57;44;78;38;20;57;80;17;33;53;70;0;17;99;53;3;88;22;45;58;15;53;76;47;48;5;99;8;42;49;97;88;82;48;99;90;64;54;15;79;0;49;60;30;97;48;33;10;24;46;46;75;81;67;84;4;68;31;89;14;57;72;75;84;55;81;17;68;99;63;38;33;7;65;57;66;93;45;50;0;72;89;84;95;2;21;7;15;64;95;21;33;64;1;21;28;73;75;74;15;31;64;10;61;8;12;68;15;9;18;11;22;80;89;42;68;88;80;81;34;74;2;4;4;41;4;68;5;44;29;92;17;71;35;69;7;79;23;87;90;53;92;6;46;84;98;52;75;59;52;40;93;93;40;41;28;60;6;19;3;43;62;70;79;25;93;51;45;19;34;89;64;92;91;81;81;95;58;19;42;51;93;46;91;89;98;24;30;93;40;47;72;3;84;46;90;21;26;20;91;46;7;55;24;63;75;1;1;58;59;33;2;86;76;51;50;16;79;90;26;69;20;51;79;87;16;61;8;45;90;60;69;37;28;96;44;37;21;28;13;97;22;71;34;7;44;86;27;33;95;73;42;35;93;22;25;55;76;36;46;14;93;56;68;99;63;65;58;80;6;13;94;51;77;29;46;48;17;72;43;30;34;74;49;17;17;34;43;6;70;88
